username,text,dominant_label,binary_label,tokenized_comment
adryankamal,Gua tau apa yg kalian liat 😂,['Neutral'],No,"['gua', 'lihat']"
justpapz,"Chun-li model begini ,KLO Abang yang jadi dalsim saja.. biar bisa panjang"" to😂😂😂",['Neutral'],No,"['chunli', 'model', 'lihat', 'kalo', 'kakak', 'dalsim', 'biar']"
rayyanzo__adella,"Udah sih jgn kebanyakan julid, prihatin bnr jd artis jaman skrg, semuanya dihujat, salah dikit dijulidin, kayak gak bebas aja hidupnya, mentalnya aman gak tuh😢",['Neutral'],No,"['sudah', 'sih', 'banyak', 'julid', 'khawatir', 'artis', 'jaman', 'hujat', 'salah', 'dijulidin', 'suka', 'tidak', 'bebas', 'hidup', 'mental', 'aman', 'tidak', 'tuh']"
tripatimah_,Body body cewe korea deh inimah ❤️,['Neutral'],No,"['tubuh', 'tubuh', 'cewek', 'korea', 'deh']"
jenlifloranius,Emang lagu dia yg mana?😂,['Neutral'],No,['lagu']
aiiuarkha5,Engga slh ky sama yg beginian 😂😂,['Denigration'],Yes,"['tidak', 'salah', 'kaya']"
abimgong25,Benarkan..itu udh di Like sama RN🤭,['Neutral'],No,"['sudah', 'suka', 'rn']"
bowo_fals_alyas_ucok,Ini to orangnya.... Bang inget kodrat ya...kasian emak bapak luw😢,['Neutral'],No,"['orang', 'bang', 'alam', 'yah', 'kasi', 'luw']"
mauchafid,"Kita tau kalian semua bukan saudara, dan bahkan kita gak kenal. Tp pikiran kita sama. 😋",['Neutral'],No,"['tidak', 'tidak', 'pikir']"
elizasyam8_,Ko bisa ada laki laki ga malu pake cadar? Laki kn lu?,['Flaming'],Yes,"['pria', 'pria', 'tidak', 'malu', 'pakai', 'kerudung', 'pria']"
mariarsmwt,ya ampun kak prilll cntik bgttttt❤️❤️❤️,['Neutral'],No,"['ya', 'ampun', 'sis', 'prilly', 'cantik', 'banget']"
ochie_rosietha,"Terngiang"" suara k @prillylatuconsina96 mau makan siyomay,, ada pisang ijo😂😂sambil lari"" nyeker pula🤣🤣",['Neutral'],No,"['ngiang', 'suara', 'makan', 'siyomay', 'pisang', 'hijau', 'lari', 'nyeker']"
rudy.h.2086,Wkwkkw begitu tau pace.. Mikir lg sama nafas ya 😂😂,['Neutral'],No,"['wkwkkw', 'laju', 'mikir', 'napas', 'ya']"
ratuu_bil,"Pingin tenar sok2an dulu, mantab marketingnya iki..😂",['Denigration'],Yes,"['kenal', 'sok', 'mantap', 'pasar', 'iki']"
19luismewar,@frnd.thtta jg lupa barnang e🥶🥶,['Neutral'],No,"['entta', 'lupa', 'barnang']"
cikaapriliazain,"WANDA GILING, minimal setara kan otak sama tingkah laku😡",['Flaming'],Yes,"['wanda', 'gilling', 'minimum', 'tara', 'otak', 'perilaku', 'minta']"
mfarizcb,"sadar lu boy, udah kelewat batas, besok jangan diulangin lagi, malu",['Neutral'],No,"['sadar', 'boy', 'sudah', 'lewat', 'batas', 'besok', 'ulang', 'malu']"
putri_masroro,Komentar nya di batasin,['Neutral'],No,"['komentar', 'milik', 'batas']"
rentalmobilbalikpapan.kaltim,GK mungkin ad dugaan. kalau gak ada yg mencurigakan. @ppatk_indonesia liat ni org ni. 🤭,['Denigration'],Yes,"['tidak', 'duga', 'tidak', 'curiga', 'lihat', 'nih', 'orang', 'nih']"
dwikurachman,Bang irwansyah alias wanda hara. Tolong ya jangan mainin agama anda sendiri dengan memakai pakaian syar'i. Ingat anda lahir sebagai lelaki sejati. Allahu yahdik.,['Neutral'],No,"['bang', 'irwansyah', 'alias', 'wanda', 'hara', 'bantu', 'ya', 'main', 'agama', 'pakai', 'pakai', 'syar', 'lahir', 'pria', 'allahu', 'yahdik']"
chece_exa,"Tag temen""nya juga biar mereka bisa nasehatin @shandypurnamasari @raffinagita1717 @syahnazs @juragan_99",['Neutral'],No,"['tanda', 'teman', 'biar', 'nasihat']"
melissa_noviarni,Serius lagunya tenar? 24 jam buka tiktok baru tau ada lagu kyk gini,['Neutral'],No,"['serius', 'lagu', 'kenal', 'jam', 'buka', 'tiktok', 'lagu', 'kayak']"
yuliaaa5538,Sepandai pandainya tupai melompat bakalan jatuh juga,['Neutral'],No,"['pandai', 'pandai', 'tupai', 'lompat', 'jatuh']"
ramdaniadipratama,Baru lagu ini yg viral dah blagu. fakkatagwteh🤣,['Flaming'],Yes,"['lagu', 'virus', 'selamat', 'tinggal', 'lagu', 'fuck']"
23.leeanne,Ini raffi sengaja nyari pose dia doang yg siap 😂,['Neutral'],No,"['raffi', 'sengaja', 'cari', 'pose', 'doang']"
storysari_,Kirain dah centang biru,['Neutral'],No,"['selamat', 'tinggal', 'centang', 'biru']"
aneulazio,lagunya bagus tapi yang punya harusnya udah pupus,['Harassment'],Yes,"['lagu', 'bagus', 'sudah', 'pupus']"
ameliaistianaa_,Si paling tidak sudi 😂😂😂,['Denigration'],Yes,"['si', 'tidak', 'sudi']"
kicinicisaci,"Assalamualaikum saya doakan dari sini ya bang, semoga aban diberi hidayah oleh Allah SWT dan kembali ke kodrat aamiin ya Allah 🙏 tobat ya bang pelan2 aja sebelum kita meninggal setidaknya abang ada shalat tobat, insyaallah bg Allah itu maha pengampun segala dosa umatnya 🙏",['Neutral'],No,"['assalamualaikum', 'doa', 'ya', 'bang', 'moga', 'aban', 'hidayah', 'allah', 'swt', 'alam', 'amin', 'ya', 'allah', 'tobat', 'ya', 'bang', 'lambat', 'tinggal', 'kakak', 'doa', 'tobat', 'sedia', 'tuhan', 'bang', 'allah', 'maha', 'kam', 'dosa', 'umat']"
yogaajip.r,Teruskann bangg yg ngehujattt lo cuma manusia2 fomooo yg di stir tiktok 😭 pendukung otaknya joget gabakal terimaaa 😁,['Neutral'],No,"['lanjut', 'bang', 'ngehujatt', 'lo', 'manusia', 'fomoo', 'kemudi', 'tiktok', 'dukung', 'otak', 'tari', 'tidak', 'terimaa']"
riopagasta,usaha laundry sekarang ya lek ?,['Denigration'],Yes,"['bisnis', 'cuci', 'ya', 'kalu']"
imo_bew,lagu jelek aja sombong amat😂 untung gw gak suka lagu lu😂😂😂😂,['Harassment'],Yes,"['lagu', 'jelek', 'sombong', 'laba', 'tidak', 'suka', 'lagu']"
cemongcubby,Mba gigi merem aj cantik,['Neutral'],No,"['mbak', 'gigi', 'rem', 'cantik']"
ikaafransiskaa,Udh ngk usah ngumpet lagi 🤭 syifa dah bahagia ko sama el 😂,['Neutral'],No,"['sudah', 'tidak', 'upaya', 'sembunyi', 'syifa', 'selamat', 'tinggal', 'senang', 'el']"
mrizkijkc89,"Gitu pakek CD,bh gak",['Harassment'],Yes,"['pakai', 'cdbh', 'tidak']"
firdaus_frs,"Tuntut aja pak, ini fitnah keji.",['Neutral'],No,"['tuntut', 'emas', 'fitnah', 'keji']"
p.kasidi10,Laura lanang ora wedok ora😂😂😂,['Denigration'],Yes,"['laura', 'laki', 'tidak', 'wedok', 'tidak']"
bing.2gd,"cuma mau ngasih tau,tolong manfaatkan tulisan unfollow dan unsubs,kasian masa di cuekin🗿😢",['Harassment'],Yes,"['asih', 'tautongong', 'manfaat', 'tulis', 'henti', 'ikut', 'kasihan', 'cuek']"
mhdaidilyusuf,"Yuuu cari tau berita NCW 😂😂

Bau bau rompi orange nnti nih 😂",['Denigration'],Yes,"['yuk', 'cari', 'berita', 'ncw', 'bau', 'bau', 'rompi', 'oranye']"
afryslaludihatie,"😂lawak bgt si ,kirain pinter ehhhhh",['Denigration'],Yes,"['komedi', 'banget', 'si', 'pintar', 'eh']"
franz_unb,teknik marketing ni pasti biar makin viral lagunya🤣,['Denigration'],Yes,"['teknik', 'pasar', 'nih', 'biar', 'virus', 'lagu']"
ubedfeloy,Walaupun warna tidak sepink hellokty. Tetap sya yakin rasa tetap sama 😁🤣,['Harassment'],Yes,"['warna', 'tidak', 'sepink', 'hello', 'kitty']"
sasky_harum,Sama popo aja masih cantikan popo🤣,['Body Shaming'],Yes,"['popo', 'cantik', 'popo']"
rizka101002,Penistaan agama udah hampir kiamat ini duniaaaa astaghfirulloh,['Neutral'],No,"['nista', 'agama', 'sudah', 'kiamat', 'duniaa', 'astaghfirullah']"
susianti185,"Ga usah klarifikasi bg, receh itumah",['Neutral'],No,"['tidak', 'upaya', 'klarifikasi', 'bang', 'peser', 'itumatah']"
ikram.2840,"Jujur ini penyanyi smp444h. Sebernya sy gk kenal dia siapa, terus gk tertarik jg sama lagu"" ny. Krna emng gk enak di dengar menurut sy.","['Flaming', 'Harassment']",Yes,"['jujur', 'nyanyi', 'sumpah', 'putus', 'tidak', 'tidak', 'tarik', 'lagu', 'nya', 'tidak', 'bagus', 'dengar']"
qurtcobainn,padahal yg tenar cmn 1 doang tp belagu nya minta ampun,['Flaming'],Yes,"['kenal', 'cuman', 'doang', 'belagu', 'milik', 'ampun']"
darsoni_armadani,Kata aa Raffi : gak papa yang penting foto gue nya bagus 😂,['Neutral'],No,"['a', 'a', 'raffi', 'tidak', 'ayah', 'foto', 'milik', 'bagus']"
meishaauliaz,lucu banget kumuk nya,['Neutral'],No,"['lucu', 'banget', 'muk', 'milik']"
rusdy_wardhana,@gege_uge @yasserarft @yuwanarya @ryaariyanti @finsagram 😂,['Neutral'],No,[]
melinooo__,Sadar ga cok muka sm badan nya ga sinkron @gladyssi_,['Body Shaming'],Yes,"['sadar', 'tidak', 'cok', 'maju', 'tubuh', 'milik', 'tidak', 'sinkron']"
ms.rahmaputri,"Oalah ini toh tipenya Rizky, defenisi nurunin standar wkwkw","['Body Shaming', 'Denigration']",Yes,"['oalah', 'tipe', 'rizky', 'definisi', 'catat', 'standar', 'wkwk']"
muhammad_taufik2011,"Sepatu hoka, smartwatch garmin😅",['Neutral'],No,"['sepatu', 'hoka', 'jam', 'tangan', 'pintar', 'garmin']"
stinzma,Yang penting a Rafi nya bagus yang lain mh gpp🙏,['Neutral'],No,"['a', 'rafi', 'milik', 'bagus', 'mah', 'tidak', 'apa']"
ichiro8902,Gak sudi ndelok raimu tel gatel.. Lagu elek kalean polah dihh sok bgt lu,"['Flaming', 'Harassment']",Yes,"['tidak', 'sudi', 'lihat', 'rai', 'tel', 'gatel', 'lagu', 'jelek', 'gaya', 'dih', 'megah', 'banget']"
thiszizya,"gak usah peduliin komentar bot bro, tetap berkarya🔥🔥",['Neutral'],No,"['tidak', 'upaya', 'peduli', 'komentar', 'bot', 'kawan', 'karya']"
shqql_snfmgkdieel,Cara jadi slimming gitu gimana kakk?,['Neutral'],No,"['langsing', 'kak']"
ma823n,Selevel RA seorang profesional tapi pola fikir amatiran mendukung paslon pelanggar konstitusi yang jelas merusak tatanan demokrasi,"['Denigration', 'Flaming']",Yes,"['level', 'tidak', 'profesional', 'pola', 'pikir', 'amatir', 'dukung', 'pasang', 'calon', 'langgar', 'konstitusi', 'jernih', 'rusak', 'mes', 'demokrasi']"
astetichiiaa,"minimal kalo mo pake hijab punya rahim, bukan ngikut boss",['Neutral'],No,"['minimum', 'pakai', 'hijab', 'rahim', 'tidak', 'gabung', 'bos']"
yossi_ummu_aleron,"Demi Allah banyak wanita bercadar yang tidak ridho dengan kelakuan mu @wanda_haraa .... @raffinagita1717 @shandypurnamasari @syahnazs dia bagian dr kalian kan, ingetin tuh temennya jaga batasan",['Neutral'],No,"['allah', 'wanita', 'cadar', 'tidak', 'ridho', 'laku', 'milik', 'tuh', 'teman', 'jaga', 'batas']"
zuheldika_lubis,Kabar nya karna itu yaaa😂,['Neutral'],No,"['berita', 'milik', 'ya']"
pitianiii,Padahal mukanya si wanda kek bapak” kuli bangunnan kok g nyadar y,['Body Shaming'],Yes,"['muka', 'si', 'wanda', 'kayak', 'kuli', 'bangun', 'tidak', 'sadar', 'ya']"
agustinahidayatii,dh mending lari aja mas wkwk,['Neutral'],No,"['dah', 'lari', 'mas', 'wkwk']"
amourthaxx,"makasi loh dosma, Cipa jadi dapet berlian gara gara lu wkwkwk😄🫶🏻",['Neutral'],No,"['terima', 'kasih', 'loh', 'dosma', 'cipa', 'berlian', 'gara', 'gara', 'wkwkwk']"
piara_ida,Pake legging itu we,['Neutral'],No,"['pakai', 'legging']"
fun_crotttt,Ga lama lagi nginep hotel prodeo 😂 semangat kawan kerja keras membawa hasil skrg.,['Denigration'],Yes,"['tidak', 'nginep', 'hotel', 'prodeo', 'roh', 'teman', 'keras', 'bawa', 'hasil']"
casanova_makeup_,"Sekelas Ahmad Dani aja gk pernah larang orang buat pake lagunya. Nah ini, musisi baru naik belagunya minta ampun. Gk ush gitu, bang. Jangan sampe orang-orang justru berbalik gk sudi dengerin lagi lo 🙏🙏🙏",['Harassment'],Yes,"['kelas', 'ahmad', 'dan', 'tidak', 'larang', 'orang', 'pakai', 'lagu', 'musisi', 'belagu', 'ampun', 'tidak', 'bang', 'orang', 'balik', 'tidak', 'sudi', 'dengar', 'lo']"
nadia.oyy,Ngidam pengen banget makan di Andara mama gigi @raffinagita1717,['Neutral'],No,"['idam', 'banget', 'makan', 'andara', 'mama', 'gigi']"
rapiiww,Yok bisa yok karir nya makin redup,['Harassment'],Yes,"['yuk', 'yuk', 'karir', 'milik', 'redup']"
windayunita07,Meredupppp💣 karena aangkuhan sendiri.,['Harassment'],Yes,"['mediupp', 'angkuh']"
derilfish,"Sok paling terkenal lu, angkuh jugag",['Flaming'],Yes,"['megah', 'kenal', 'angkuh']"
noonehere8393,"GA RESPECT BGT PAKE CADAR BIAR APA?!! LU LAKI YEEE BAMBANG, NISTAIN AGAMA AJE LU",['Flaming'],Yes,"['tidak', 'hormat', 'banget', 'pakai', 'kerudung', 'biar', 'pria', 'ya', 'bambang', 'nistain', 'agama']"
aliefaavisyah,dia artis apa si?,['Neutral'],No,"['artis', 'si']"
stkmlia,"Bismillah, Subhanallah kata² di caption lo ngga sesuai dengan hati Lo yg penuh kebencian.. apalagi yang kau komen seorang wanita hamil, ngga banget sumpah",['Harassment'],Yes,"['bismillah', 'subhanallah', 'terang', 'lo', 'tidak', 'sesuai', 'jantung', 'lo', 'penuh', 'benci', 'komentar', 'wanita', 'hamil', 'tidak', 'banget', 'sumpah']"
abcdefuc3k_,mekanik bastian op sih,"['Denigration', 'Harassment']",Yes,"['mekanik', 'bastian', 'op', 'sih']"
miftah_261,Main cantik main aman aja ya kan ? 😂 makanya ga mau mewakili golongan apapun... 😂,['Denigration'],Yes,"['main', 'cantik', 'main', 'aman', 'ya', 'tidak', 'wakil', 'golong', 'apa']"
saifullah.kilbarin,Belagu amat lo jadi musisi.,['Flaming'],Yes,"['belagu', 'lo', 'musisi']"
agstninka_,Dari syifa hadju ke dosma gila jauh bgt bagai langit dan bumi duhh syg bgttt,"['Body Shaming', 'Denigration']",Yes,"['syifa', 'hadju', 'dosma', 'gila', 'banget', 'suka', 'langit', 'bumi', 'duh', 'sayang', 'banget']"
rey.gusti.lubissh_007,"Haha AKUN BUZZEER RP KADRUN SUDAH MULAI PANIK🤣🤣,KADRUN OH KADRUN",['Neutral'],No,"['haha', 'akun', 'buzzeer', 'rp', 'kadrun', 'sudah', 'panik', 'kadrun', 'oh', 'kadrun']"
antodidot,@appetttt_ ker naon mane pet,['Neutral'],No,"['ker', 'surai', 'pelihara']"
divasttynn,"Biarin aja para penyepong oligarki mau komen apapun, yang jelas lu keren bang rio 🔥🔥",['Neutral'],No,"['biar', 'penyepong', 'oligarki', 'komentar', 'apa', 'jernih', 'keren', 'bang', 'rio']"
naufal.yudi,"Mnrt gw NCW ga mungkin sih dia asal ngomong klo ga punya bukti,,ini negara hukum ayo sama2 buktikan siapa yg benar siapa yg salah,,klo emng itu ga benar raffi ahmad wajib lapor balik karna susah pencemaran nama baik,,tpi klo emng itu berita benar harus di ungkap secepat mungkin karna itu uang negara..",['Neutral'],No,"['ncw', 'tidak', 'sih', 'omong', 'kalo', 'tidak', 'bukti', 'negara', 'hukum', 'ayo', 'bukti', 'salah', 'tidak', 'raffi', 'ahmad', 'lapor', 'susah', 'cemar', 'nama', 'bagus', 'kalo', 'berita', 'cepat', 'uang', 'negara']"
riicosp,Emang ini siapa? lagu dia apa sih? Ga pernah denger dan ga sudi dengerin 🤣 Sombong Amat!!,"['Flaming', 'Harassment']",Yes,"['lagu', 'sih', 'tidak', 'dengar', 'tidak', 'sudi', 'dengar', 'sombong']"
samlawi_achmad,Dia kenapa woyy aq ketinggalan berita😔,['Neutral'],No,"['woyy', 'tinggal', 'berita']"
reymoniya,"Coba take foto dengan lensa tele tetapi, dengan komposisi yg sama. Dengn HP atau agar hasil lebih baik gunakan kamera denagn lensa 90mm keatas. Percayalah km akan nampak tak sekurus itu Prilly",['Neutral'],No,"['coba', 'ambil', 'foto', 'lensa', 'tele', 'komposisi', 'telepon', 'genggam', 'hasil', 'bagus', 'kamera', 'lensa', 'mm', 'atas', 'percaya', 'tampak', 'tidak', 'kurus', 'prilly']"
ericckoow,"waduh, inikah penyanyi yg g sudi itu?🤭",['Denigration'],Yes,"['nyanyi', 'tidak', 'sudi']"
silhndyny,"duh makanya jan jadi slingkuhan mba,kan ga bisa di pamerin hahaa PELAKORRRR MUKANYA KAYA MAU BERSINNN🤣🤣🤣🤣","['Body Shaming', 'Denigration']",Yes,"['duh', 'selingkuh', 'mbak', 'tidak', 'pamerin', 'hahaa', 'pelakorr', 'muka', 'kaya', 'bersinn']"
kib3ar,cengiran kuda nya mana mba,['Body Shaming'],Yes,"['seringai', 'kuda', 'milik', 'mbak']"
liannasupardi,Wow 👏👏👏 seperti cewek Korea,['Neutral'],No,"['wow', 'suka', 'gadis', 'korea']"
gigit_jeni_revalina,Baru sadar mantan gue smua yg namanya Rizky brengsek smua yg satu slingkuh yg satu pergi tanpa pesan,"['Denigration', 'Flaming']",Yes,"['sadar', 'mantan', 'nama', 'rizky', 'berengsek', 'selingkuh', 'pergi', 'pesan']"
lulu_aljufri,Syifa banyak yang sayang .,['Neutral'],No,"['syifa', 'sayang']"
tihapsariwidya,Yallahh padahal masih cantikan @syifahadju,['Body Shaming'],Yes,"['ya', 'allah', 'cantik']"
k_a_m_u_aja,Ih beneran ini sama si rizkynazarrrrrrrr,['Denigration'],Yes,"['ih', 'benar', 'si', 'rizkynazarr']"
lilissuryati1108,Dia ttp cantik dari segi manapun! Dan daripada kbnykn org yg oplas2 no original.,['Neutral'],No,"['cantik', 'segi', 'mana', 'kbnykn', 'orang', 'operasi', 'plastik', 'tidak', 'asli']"
nt_nn27,akwkwkwkkww si paling SUDI!!!!!🔥🔥🔥🤣🤣🤣🤣,['Neutral'],No,"['akwkwkwkww', 'si', 'sudi']"
mixvanillachoclat._nah,This girl on fire🔥,['Neutral'],No,"['gadis', 'api']"
delia_nasabinjai,Skrg gamau lg dngar lgunya ga sudi jgaa,['Harassment'],Yes,"['tidak', 'dengar', 'lagu', 'tidak', 'sudi']"
diyah_makiyatusakdiyah,Tapi terlalu kurus sih ini menurut ku,['Body Shaming'],Yes,"['kurus', 'sih', 'ku']"
baper_jadilaper,BUBAR.. BUBAR.. BUBAAARRRR.. KALIAN PADA GILA YA KOMEN DI SINI.. NTAR DIA JADI NAIK DONG.. YANG NGGA TAU JUGA JD PADA NYARIIN.. FOKUS AJA SAMA SYIFA.. dan EL 😍,['Neutral'],No,"['bubar', 'bubar', 'bubaarr', 'gila', 'ya', 'komentar', 'entar', 'tidak', 'nyariin', 'fokus', 'syifa', 'el']"
inna.jamaliah,"Habis ini bikin lagu yg judulnya ""Ga Sudi"" bang",['Harassment'],Yes,"['selesai', 'lagu', 'judul', 'tidak', 'sudi', 'bang']"
yudaseptiannugroho,"Hee, pake sound siapa ini?? Ntr dijahatin loh, sama seperti kamu jahatin mas K dan mbak E dengan kata2 jahatmu.",['Neutral'],No,"['hei', 'pakai', 'suara', 'entar', 'hidup', 'loh', 'suka', 'jahat', 'mas', 'kak', 'jahat']"
rinjanji_kemala12,Setiap warga negara mau artis mau masyarakat. Semua punya jagoan masing masing . Cuma karena Raffi artis jadi lebih kesorot .. berdemokrasi lah dengan baik .,['Neutral'],No,"['warga', 'negara', 'artis', 'masyarakat', 'jago', 'raffi', 'artis', 'sorot', 'demokrasi', 'bagus']"
vidyaard,Kenapa ikut kajian harus pake cadar padahl posisi lelaki😂,['Neutral'],No,"['kaji', 'pakai', 'kerudung', 'posisi', 'pria']"
nilamaswar,jangan gunakan identitas muslimah untuk bersembunyi dibalik penyimpanganmu bang..,['Neutral'],No,"['identitas', 'muslimah', 'sembunyi', 'balik', 'simpang', 'bang']"
gsungxd,Wan wan skin limited,['Neutral'],No,"['wan', 'wan', 'kulit', 'batas']"
iwiariira,Padahal tampang nya mas mas kuproy,['Body Shaming'],Yes,"['lihat', 'milik', 'mas', 'mas', 'kuproy']"
chiaanadia,apa itu pacee wkwk,['Neutral'],No,"['pace', 'wkwk']"
maharani_maharr,Aduh pas angkat kaki sebelah keatas terasa ngilu😂😂😂,['Neutral'],No,"['aduh', 'kanan', 'angkat', 'kaki', 'belah', 'atas', 'ngilu']"
deniik_rm,"ambil aja rizkynazar yg se Redflag ituu,syukur² Syifa ga dpet dia",['Denigration'],Yes,"['ambil', 'rizky', 'nazar', 'redflag', 'syukur', 'syifa', 'tidak', 'dpet']"
acld_man01,Seru bacain komen disini 🤣,['Neutral'],No,"['seru', 'bacain', 'komentar']"
el_benjammin,the legend of chun lie @anyageraldine,['Neutral'],No,"['legenda', 'of', 'chun', 'bohong']"
titapusp06,"Badannya kaya editan banget, tapi ini asli 😍",['Neutral'],No,"['badan', 'kaya', 'edit', 'banget', 'asli']"
tasyamaulidaaa_,makin kesini makin kesana😂,['Neutral'],No,['kesini']
leo_lombogia,🤣🤣relate bgt ama gw,['Neutral'],No,"['kait', 'banget']"
pemudalimo,"hujan, netflix, sitha marino (repeat) 😍",['Neutral'],No,"['hujan', 'netflix', 'sitha', 'marino', 'ulang']"
apikliano,Hanya Bastian yg tau rasanya,"['Denigration', 'Harassment']",Yes,['bastian']
culture_.indonesia,rafi sempet jadi inspirasi banyak org... skarang ko' keliatan jdi tukang jilat yah... segitu takutnya kah kehilangan uang...,['Denigration'],Yes,"['rafi', 'inspirasi', 'orang', 'tukang', 'jilat', 'ya', 'segitu', 'takut', 'kah', 'hilang', 'uang']"
ahmadsyaifurrijal20,Butuh partner supply chain logistics? Siapppp 86,['Neutral'],No,"['butuh', 'partner', 'pasok', 'rantai', 'logistik']"
dadan_prilly,Teh @itsrossa910 awet muda terus,['Neutral'],No,"['teh', 'tahan', 'muda']"
goizamel,Kaya gini di pilih rizky 🤣🤣,['Denigration'],Yes,"['kaya', 'pilih', 'rizky']"
ruyysi,yang penting kunjungannya bukan buat antar titipan..,['Denigration'],Yes,"['kunjung', 'tidak', 'titip']"
sharief_ahmad,RUNTUH SIH KARIR LO ABIS INI WKWKW,['Harassment'],Yes,"['runtuh', 'sih', 'karir', 'lo', 'habis', 'wkwk']"
selladyana,"Baru mau beli seblak, lihat postingan ini jadi ,,, bismillah seblak enak 😭😭😭🔥",['Neutral'],No,"['beli', 'seblak', 'lihat', 'posting', 'bismillah', 'seblak', 'bagus']"
paul.1548,Pencucian uang gimana aa tolong klarifikasinya 😂😂😂😂,['Denigration'],Yes,"['cuci', 'uang', 'a', 'a', 'bantu', 'klarifikasi']"
benbasri_,"Malu ga bang ? Bnyak istighfar ya ,biar penyakit hatinya ilang",['Neutral'],No,"['malu', 'tidak', 'bang', 'istighfar', 'ya', 'biar', 'sakit', 'hati', 'hilang']"
herisukusno,Hello from Bali therapis,['Neutral'],No,"['halo', 'bal', 'terap']"
bayuandrean4,MasyaAllah mama gigi kurusan sekrang.. apasih rahasianyaa😍😍,['Neutral'],No,"['masha', 'allah', 'mama', 'gigi', 'kurus', 'rahasia']"
lullabyniite,"Penjarakan aja ni botii @wanda_haraa ,  menistakan dan mempermainkan agama astagfirullah 😡",['Harassment'],Yes,"['penjara', 'nih', 'bot', 'nista', 'main', 'agama', 'astagfirullah']"
ensbr30,segak sukanya kakak sma orang..gk sehrusnyaa bgtuu..karya kakak d pkee ..lohh..bukan di hina..,['Neutral'],No,"['segak', 'suka', 'kakak', 'oranggk', 'karya', 'kakak', 'pakai', 'loh', 'bukan', 'hina']"
salstagram_01,PRILLL CANTIKNYA KELEWATAN EUYY😭❤️‍🔥,['Neutral'],No,"['prilly', 'cantik', 'lewat', 'euy']"
dimasssssssss_97,Selamat datang dosman kamu sudah menggantikan Syifa dan selamat datang juga kamu akan merasakan kesedihan sllu di buat si iky 😏,"['Denigration', 'Harassment']",Yes,"['selamat', 'dosman', 'sudah', 'ganti', 'syifa', 'selamat', 'rasa', 'sedih', 'si', 'rizky']"
pokoke.alex,request mai shiranui kak anya,['Neutral'],No,"['shiranui', 'sis', 'anya']"
maimunah_amoy,"Lucu pas gemoyy kak prill, ideally,aku dulu pas gadis sgtu di blg triplex😭",['Body Shaming'],Yes,"['lucu', 'kanan', 'gemoyy', 'sis', 'prilly', 'ideal', 'kanan', 'gadis', 'bilang', 'triplek']"
tukiyem_jenar_markonah,"Males gue liat no 2 terus,",['Denigration'],Yes,"['malas', 'lihat', 'tidak']"
imkitketgurl,plis gw suka prilly yg dulu gemoy anj😍,['Body Shaming'],Yes,"['tolong', 'suka', 'prilly', 'lucu', 'anjing']"
1lee_mante,Minimal lu tau qodrat lu cong punya otak ngk di pake,['Flaming'],Yes,"['minimum', 'qodrat', 'cong', 'otak', 'tidak', 'pakai']"
fikrinamm,"Kalo takdir cowok ikutin aja sih, ribet bngt jadi manusia. Malu maluin Islam lo! Tobat lo segera, semoga lekas dpt hidayah Orang model gini.",['Neutral'],No,"['takdir', 'pria', 'ikut', 'sih', 'rumit', 'banget', 'manusia', 'malu', 'malu', 'islam', 'lo', 'tobat', 'lo', 'moga', 'cepat', 'hidayah', 'orang', 'model']"
toguarthahutagalung,Dari mas Kaesang aku baru tau lagu ini dan nyesel kenapa dengar wkwkwk mana b aja lagi(ngga Sudi),['Harassment'],Yes,"['mas', 'kaesang', 'lagu', 'sesal', 'dengar', 'wkwkwk', 'b', 'lagingga', 'sudi']"
amirhamed_kamali_asl,@sugaringcandy let's come to the office father mother wkwk,['Neutral'],No,"['mari', 'kantor', 'ayah', 'wkwk']"
im_scatmann,AMIIN LEBIH BAIK DARI PDA ORANG YANG MENGATAKAN TAHYAT PAKAI 2 JARI,['Denigration'],Yes,"['amin', 'bagus', 'orang', 'tahiyat', 'jari']"
nabilyusufku,Disebelah ada berita pencucian uang bener apa ngk ya?,['Denigration'],Yes,"['belah', 'berita', 'cuci', 'uang', 'tidak', 'ya']"
umbang015,"Gak sudi gw ada seniman kyk bgni, kotor sumpah",['Harassment'],Yes,"['tidak', 'sudi', 'artis', 'kayak', 'kotor', 'sumpah']"
fangs_kuliner_,Kok jadi kurus prili,['Body Shaming'],Yes,"['kurus', 'prilly']"
kieykiey03,Pace itu apa y...,['Neutral'],No,"['laju', 'ya']"
chintiaalisaaa,"DUHHHH CEWE GATEEL ,PERUSAK PEREBUT","['Denigration', 'Flaming']",Yes,"['duh', 'cewek', 'gatel', 'usak', 'rebut']"
andhikaulia,"Km udh cantik Pril tanpa di editpun tp foto pertama dan kedua too much editing, sampe garis keteknya ilang",['Denigration'],Yes,"['sudah', 'cantik', 'pril', 'edit', 'foto', 'edit', 'garis', 'ketek', 'hilang']"
kacessaa,Lagu kematian gak ada enak2nya....lagu orang sakit,['Harassment'],Yes,"['lagu', 'mati', 'tidak', 'lezat', 'orang', 'sakit']"
febbynurmalasari,Untung mamagi selalu cantik merem juga,['Neutral'],No,"['laba', 'mama', 'gigi', 'cantik', 'rem']"
tryasprawita,Iliiiii ini di edit kan ya li 😭😭,['Denigration'],Yes,"['ili', 'edit', 'ya']"
